,AGE,CUS_Month_Income,YEARS_WITH_US,# total debit transactions for S1,# total debit transactions for S2,# total debit transactions for S3,total debit amount for S1,total debit amount for S2,total debit amount for S3,# total credit transactions for S1,# total credit transactions for S2,# total credit transactions for S3,total credit amount for S1,total credit amount for S2,total credit amount for S3,total debit amount,total debit transactions,total credit amount,total credit transactions,total transactions,CUS_Target,CUS_Gender_MALE,CUS_Marital_Status_DIVORCE,CUS_Marital_Status_MARRIED,CUS_Marital_Status_OTHER,CUS_Marital_Status_PARTNER,CUS_Marital_Status_SINGLE,CUS_Marital_Status_WIDOWED,TAR_Desc_EXECUTIVE,TAR_Desc_LOW,TAR_Desc_MIDLE,TAR_Desc_PLATINUM,Status_ACTIVE
962,64,3410000.0,14,1,0,0,1300.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1300.0,1,0.0,0,1,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
963,62,3000.0,14,75,65,65,164267.11,170294.69,165506.8,11,8,9,178914.19,158356.56,154723.45,500068.6,205,491994.2,28,233,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
964,62,3000.0,14,22,18,13,62200.0,61600.0,47900.0,7,6,6,62591.66,61474.84,58032.2,171700.0,53,182098.7,19,72,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
965,62,7000000.0,14,1,0,0,20.94,0.0,0.0,2,0,0,41.88,0.0,0.0,20.94,1,41.88,2,3,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
966,58,3000000.0,14,51,29,41,62844.0,46960.0,60500.0,8,6,7,61942.0,56151.0,63987.0,170304.0,121,182080.0,21,142,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
967,52,5000000.0,14,112,120,106,284657.83,336773.73,322374.91,8,9,10,286595.65,352366.65,301155.74,943806.47,338,940118.04,27,365,2222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
968,69,2500.0,14,16,16,18,36661.1,35508.0,40767.7,7,6,7,36722.7,35515.9,40704.98,112936.8,50,112943.58,20,70,2223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
969,57,2500.0,14,93,53,56,353167.0,410926.0,280712.0,7,7,9,387059.0,390400.0,421411.94,1044805.0,202,1198870.94,23,225,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
970,47,6000.0,14,69,70,51,118223.6,174259.29,100530.29,15,9,8,119683.62,183669.34,144349.94,393013.18,190,447702.9,32,222,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
971,49,2500.0,14,39,38,47,168010.0,150225.0,182480.8,7,6,9,148274.02,140356.56,183379.97,500715.8,124,472010.55,22,146,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
972,69,2500.0,14,47,51,61,162519.2,154111.76,185679.96,9,7,11,163964.1,150870.13,187241.51,502310.92,159,502075.74,27,186,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
973,66,2500.0,14,83,63,55,340894.5,196900.0,218900.0,7,7,7,200272.88,186724.52,209314.04,756694.5,201,596311.44,21,222,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
974,61,2500.0,14,14,59,17,180143.0,281574.5,72000.0,0,0,0,0.0,0.0,0.0,533717.5,90,0.0,0,90,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
975,40,5000000.0,14,87,143,141,289265.18,356752.69,439514.37,10,12,9,417580.53,441232.94,349119.49,1085532.24,371,1207932.96,31,402,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
976,47,3500.0,14,22,17,19,47293.6,43300.0,50349.7,7,6,7,47373.68,43407.84,50370.46,140943.3,58,141151.98,20,78,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
977,36,3000.0,14,20,8,10,35293.6,29300.0,33749.7,7,6,7,31896.58,29311.14,33918.42,98343.3,38,95126.14,20,58,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
978,31,1000.0,14,6,59,113,9800.0,300456.44,284507.61,4,22,33,14400.0,173750.0,272855.0,594764.05,178,461005.0,59,237,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
979,39,3000.0,14,129,76,73,137449.34,155205.32,128169.02,2,7,4,9400.0,113000.0,73500.0,420823.68,278,195900.0,13,291,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
980,86,500000.0,14,7,5,8,12887.2,14500.0,15249.7,7,6,7,12761.0,11757.0,13398.0,42636.9,20,37916.0,20,40,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
981,62,5000000.0,14,110,121,97,278468.12,300601.59,246133.5,6,7,5,288143.18,309385.05,225729.7,825203.21,328,823257.93,18,346,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
982,57,2000000.0,14,2,0,0,65.91,0.0,0.0,0,0,0,0.0,0.0,0.0,65.91,2,0.0,0,2,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
983,37,3500000.0,14,1,4,43,693.6,8732.0,167860.03,0,0,0,0.0,0.0,0.0,177285.63,48,0.0,0,48,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
984,50,3000000.0,14,66,62,57,474980.81,286949.78,210608.64,8,6,2,183623.0,131380.0,52380.0,972539.23,185,367383.0,16,201,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
985,59,5000.0,21,45,47,63,51606.4,83026.2,239832.25,0,3,3,0.0,540000.0,166500.0,374464.85,155,706500.0,6,161,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
986,40,3000.0,14,5,18,6,20800.0,39853.0,11000.0,1,5,2,8000.0,39900.0,11000.0,71653.0,29,58900.0,8,37,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
987,72,1.0,21,74,90,64,99587.83,127245.4,81275.1,11,11,24,109543.66,76619.55,59760.9,308108.33,228,245924.11,46,274,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
988,37,2500000.0,14,243,278,258,591948.04,683947.43,610835.37,25,26,24,637138.0,679548.3,539732.6,1886730.84,779,1856418.9,75,854,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
989,56,5000000.0,14,12,0,0,20582.08,0.0,0.0,1,0,1,20000.0,0.0,31.29,20582.08,12,20031.29,2,14,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
990,66,3000000.0,14,21,24,28,25675.6,29672.0,34819.7,7,7,7,29978.97,26570.5,30716.44,90167.3,73,87265.91,21,94,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
991,57,3500.0,14,20,14,20,39493.6,37500.0,44961.7,13,11,14,39663.78,37469.28,45553.95,121955.3,54,122687.01,38,92,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
992,60,3000.0,14,21,30,27,28675.6,31818.0,35078.7,7,6,7,31848.78,29438.46,34580.56,95572.3,78,95867.8,20,98,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
993,52,1000.0,14,33,33,31,47029.93,56211.0,59415.78,6,0,7,47205.0,0.0,60016.67,162656.71,97,107221.67,13,110,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
994,41,100.0,14,715,547,436,5785012.73,1638171.71,3399804.04,106,80,55,5342429.78,1773679.1,3497750.3,10822988.48,1698,10613859.18,241,1939,2212,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
995,33,0.0,14,66,55,49,100504.0,167801.47,67946.0,14,16,10,101945.93,102082.7,88232.48,336251.47,170,292261.11,40,210,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
996,119,1500000.0,21,27,0,0,43318.0,0.0,0.0,5,0,0,39250.86,0.0,0.0,43318.0,27,39250.86,5,32,2233,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
997,32,5000000.0,14,21,2,0,55989.33,3900.0,0.0,0,0,0,0.0,0.0,0.0,59889.33,23,0.0,0,23,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
998,57,2118000.0,14,56,33,22,78430.02,51198.0,27358.32,9,15,13,41400.0,99300.0,96000.0,156986.34,111,236700.0,37,148,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
999,56,600.0,14,24,0,2,74800.0,0.0,1000.0,1,0,0,9500.0,0.0,0.0,75800.0,26,9500.0,1,27,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1000,30,1500000.0,14,73,119,118,177085.97,307345.28,325217.14,14,13,5,141600.0,158700.0,20700.0,809648.39,310,321000.0,32,342,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1001,47,10000.0,14,267,332,413,22730584.57,37233815.61,10008217.23,29,23,27,49206876.78,17537991.91,37647077.15,69972617.41,1012,104391945.84,79,1091,2230,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1002,42,7950000.0,14,8,11,9,72000.0,56000.0,64000.0,8,11,9,72000.0,56000.0,64000.0,192000.0,28,192000.0,28,56,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1003,37,1500000.0,14,0,0,32,0.0,0.0,82390.0,0,0,5,0.0,0.0,83886.77,82390.0,32,83886.77,5,37,2234,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1004,55,3657351.0,14,1,2,2,1000.0,600.0,300.0,0,1,2,0.0,600.0,1000.0,1900.0,5,1600.0,3,8,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1005,42,6550000.0,14,71,71,58,200346.6,166867.05,139080.21,25,23,27,649202.28,493920.85,659266.45,506293.86,200,1802389.58,75,275,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1006,43,9500000.0,14,166,114,112,545304.92,990115.29,584054.59,19,25,21,555766.99,546291.38,581433.05,2119474.8,392,1683491.42,65,457,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1007,48,1826.0,14,218,256,390,862036.07,1135612.38,1823269.49,22,25,27,1633830.15,2215745.6,1997602.04,3820917.94,864,5847177.79,74,938,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1008,35,3000000.0,14,48,2,0,112814.99,10000.0,0.0,5,1,0,29200.0,10000.0,0.0,122814.99,50,39200.0,6,56,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1009,39,18492.0,14,20,32,21,43685.23,66466.55,36568.86,1,2,1,2500.0,1581.03,1400.0,146720.64,73,5481.03,4,77,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1010,50,20000000.0,14,17,20,68,32368.52,22949.11,158069.65,0,3,0,0.0,79850.0,0.0,213387.28,105,79850.0,3,108,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1011,68,2000000.0,14,2,1,5,893.6,200.0,1949.7,0,0,0,0.0,0.0,0.0,3043.3,8,0.0,0,8,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1012,69,2000.0,14,2,0,52,821.52,0.0,128863.16,2,4,5,120869.06,188518.59,266738.12,129684.68,54,576125.77,11,65,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1013,34,4500000.0,14,161,230,236,205080.53,445619.3,316551.08,13,19,16,175651.4,421399.27,178112.5,967250.91,627,775163.17,48,675,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1014,56,2000000.0,14,13,14,10,55200.0,59600.0,48100.0,6,6,5,54845.6,57514.56,48137.96,162900.0,37,160498.12,17,54,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1015,37,1000000.0,14,60,47,91,223743.57,831763.45,270266.63,29,25,43,220500.0,994250.0,271030.0,1325773.65,198,1485780.0,97,295,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1016,19,350000.0,14,27,22,33,140006.07,222383.0,391977.01,10,13,8,115600.0,162000.0,121000.0,754366.08,82,398600.0,31,113,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1017,37,3000000.0,14,198,135,52,1447882.87,1283776.0,946213.85,1,49,20,3000.0,1046600.0,952406.63,3677872.72,385,2002006.63,70,455,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1018,65,10000000.0,14,43,16,20,35560.96,10495.5,31759.32,7,6,7,154763.0,142608.0,162505.0,77815.78,79,459876.0,20,99,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1019,40,3800000.0,14,49,62,77,144664.73,184425.21,204186.52,9,8,6,225036.96,176941.02,207296.03,533276.46,188,609274.01,23,211,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1020,40,3500000.0,14,9,1,0,24500.0,3900.0,0.0,0,0,0,0.0,0.0,0.0,28400.0,10,0.0,0,10,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1021,35,5000000.0,14,251,424,506,2261497.54,2562635.91,2913167.68,48,84,124,2138700.0,2547115.0,2858534.9,7737301.13,1181,7544349.9,256,1437,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1022,43,2000000.0,14,14,10,9,55000.0,75511.18,48249.7,7,6,6,17700.0,18400.0,19600.0,178760.88,33,55700.0,19,52,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1023,41,2000000.0,14,177,179,229,527179.68,672362.86,686878.12,13,16,25,525541.0,671974.25,689232.83,1886420.66,585,1886748.08,54,639,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1024,57,5000000.0,14,15,5,0,17839.5,2193.6,0.0,0,0,0,0.0,0.0,0.0,20033.1,20,0.0,0,20,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1025,54,3000000.0,14,1,3,6,366.47,1600.0,17996.78,0,0,0,0.0,0.0,0.0,19963.25,10,0.0,0,10,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1026,52,3000000.0,14,11,12,14,29166.47,36000.0,38296.78,6,6,6,34897.32,36118.44,39072.53,103463.25,37,110088.29,18,55,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1027,46,3000000.0,14,4,0,3,9600.0,0.0,10800.0,0,0,0,0.0,0.0,0.0,20400.0,7,0.0,0,7,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1028,59,3000000.0,14,20,36,14,35677.29,63519.6,15129.7,1,0,0,2500.0,0.0,0.0,114326.59,70,2500.0,1,71,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1029,48,3000.0,12,326,294,337,3260960.49,5265130.88,4485559.75,48,44,46,5652131.32,11961131.17,5659325.96,13011651.12,957,23272588.45,138,1095,2212,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1030,47,15000.0,13,92,97,108,168298.07,163602.88,250682.29,7,5,11,29650.48,34063.19,150200.0,582583.24,297,213913.67,23,320,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1031,42,3500000.0,13,0,1,0,0.0,540.39,0.0,0,0,2,0.0,0.0,16700.0,540.39,1,16700.0,2,3,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1032,66,5000.0,13,14,10,13,80760.26,35408.41,52277.82,0,0,0,0.0,0.0,0.0,168446.49,37,0.0,0,37,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1033,36,2500000.0,13,111,65,103,146470.38,157470.06,193844.12,15,14,13,140357.44,171365.58,195176.87,497784.56,279,506899.89,42,321,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1034,46,6000000.0,14,81,120,133,225805.76,252754.02,231597.63,8,8,8,219161.77,277561.88,217641.43,710157.41,334,714365.08,24,358,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1035,22,180000.0,14,11,17,13,6100.0,14500.0,7543.3,0,0,1,0.0,0.0,1500.0,28143.3,41,1500.0,1,42,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1036,29,180000.0,14,23,3,20,84510.6,12200.0,66362.59,9,3,11,52000.0,9000.0,128210.88,163073.19,46,189210.88,23,69,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1037,39,2000000.0,14,4,4,4,60193.6,94019.5,190443.42,10,10,15,110800.0,92450.0,186210.0,344656.52,12,389460.0,35,47,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1038,45,5000000.0,3,61,92,40,215351.6,242645.0,61036.2,7,5,5,51100.0,172000.0,46000.0,519032.8,193,269100.0,17,210,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1039,61,3200.0,14,219,221,275,1769652.67,2396510.45,2480886.02,64,80,61,3708738.1,3516831.1,4177831.86,6647049.14,715,11403401.06,205,920,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1040,45,500000.0,14,11,7,4,14321.14,24103.22,5883.32,0,0,0,0.0,0.0,0.0,44307.68,22,0.0,0,22,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1041,47,10000.0,22,3,0,0,19456.2,0.0,0.0,0,0,0,0.0,0.0,0.0,19456.2,3,0.0,0,3,2212,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1042,41,2000000.0,14,7,29,0,21595.0,66800.0,0.0,1,1,0,4000.0,12000.0,0.0,88395.0,36,16000.0,2,38,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1043,39,2831666.0,14,17,11,10,36985.81,35223.6,74460.0,0,1,0,0.0,5000.0,0.0,146669.41,38,5000.0,1,39,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1044,49,2425.0,14,0,0,1,0.0,0.0,749.7,0,0,0,0.0,0.0,0.0,749.7,1,0.0,0,1,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1045,34,1500000.0,14,71,70,45,138948.72,143931.62,214973.08,3,3,5,60000.0,85000.0,53750.0,497853.42,186,198750.0,11,197,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1046,65,180000.0,14,57,56,9,105951.95,117366.73,15594.0,12,12,5,91900.0,115000.0,15000.0,238912.68,122,221900.0,29,151,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1047,73,1500000.0,21,5,11,3,11498.1,26800.0,8800.0,5,4,1,30000.0,22500.0,3000.0,47098.1,19,55500.0,10,29,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1048,47,19366.0,14,147,131,265,418056.12,313026.97,617074.93,8,10,9,436200.0,525440.0,459840.0,1348158.02,543,1421480.0,27,570,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1049,50,15000000.0,14,8,6,133,10815.66,14474.11,897602.4,7,5,36,501535.13,356371.47,2569866.5,922892.17,147,3427773.1,48,195,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1050,38,200000.0,14,65,24,5,340656.64,134429.04,12579.41,8,1,2,125500.0,4000.0,13000.0,487665.09,94,142500.0,11,105,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1051,47,4166000.0,21,12,18,16,13394.46,19102.1,14234.88,6,6,6,12396.0,13548.0,13950.0,46731.44,46,39894.0,18,64,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1052,41,1000000.0,14,30,3,22,555501.2,5907.8,305000.0,6,3,6,595750.0,80000.0,203700.0,866409.0,55,879450.0,15,70,2212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1053,52,2750000.0,14,1,1,2,817.02,414.12,2883.32,0,0,0,0.0,0.0,0.0,4114.46,4,0.0,0,4,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1054,64,5000000.0,14,3,0,2,380923.93,0.0,887.82,7,5,7,2240479.77,860794.77,859241.83,381811.75,5,3960516.37,19,24,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1055,47,500000.0,14,41,36,24,32912.1,29993.2,24798.43,1,0,0,1425.0,0.0,0.0,87703.73,101,1425.0,1,102,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1056,74,10000000.0,14,2,1,1,107.5,103.0,379.35,6,7,20,28566.06,33327.42,94828.31,589.85,4,156721.79,33,37,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1057,37,1000000.0,14,1,6,5,817.02,11330.0,11823.32,0,0,0,0.0,0.0,0.0,23970.34,12,0.0,0,12,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1058,59,1850000.0,14,16,17,17,49993.6,48300.0,53349.7,7,6,8,50122.67,48099.37,53742.28,151643.3,50,151964.32,21,71,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1059,51,1000000.0,14,2,1,0,566.47,2000.0,0.0,0,0,0,0.0,0.0,0.0,2566.47,3,0.0,0,3,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1060,49,2750000.0,14,50,65,68,233534.78,466165.89,324223.86,10,14,10,625577.61,895521.15,707656.71,1023924.53,183,2228755.47,34,217,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1061,46,2000.0,14,43,55,39,40574.9,61581.3,55411.0,6,6,6,64307.0,73077.5,64062.0,157567.2,137,201446.5,18,155,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1062,39,2500000.0,14,31,57,38,62947.22,73202.19,48716.35,9,6,6,82820.6,76088.0,61844.0,184865.76,126,220752.6,21,147,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1063,49,1000000.0,14,15,16,22,46143.6,45450.0,63339.7,7,6,9,46305.22,45495.2,63386.32,154933.3,53,155186.74,22,75,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1064,55,2500000.0,14,19,15,24,57793.6,60400.0,66207.7,7,6,8,57815.56,57913.06,65823.73,184401.3,58,181552.35,21,79,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1065,49,1000000.0,14,17,13,17,44790.78,43050.0,54399.7,7,6,8,44937.46,43025.0,54399.56,142240.48,47,142362.02,21,68,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1066,50,2500000.0,14,29,31,17,39293.6,47850.0,11900.0,0,1,0,0.0,2000.0,0.0,99043.6,77,2000.0,1,78,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1067,59,2500000.0,14,19,25,24,36037.75,66444.65,42120.85,7,6,8,46242.84,48328.24,57913.5,144603.25,68,152484.58,21,89,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1068,51,2500000.0,14,4,3,0,100000.0,71330.1,0.0,4,5,0,100000.0,112000.0,0.0,171330.1,7,212000.0,9,16,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1069,50,2500000.0,14,19,37,26,72300.0,129483.65,75060.38,7,8,8,73404.58,78691.84,92923.72,276844.03,82,245020.14,23,105,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1070,58,33000.0,21,9,45,37,9640.0,58857.62,36557.0,1,15,12,5000.0,63018.0,34760.0,105054.62,91,102778.0,28,119,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1071,52,2500000.0,14,19,20,30,46650.0,44750.0,53584.7,7,6,8,46718.28,44757.54,53990.54,144984.7,69,145466.36,21,90,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1072,57,43000000.0,14,25,55,73,64480.02,148169.98,104929.89,7,6,7,102081.0,94059.0,107184.0,317579.89,153,303324.0,20,173,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1073,43,4383.0,14,7,0,0,1831.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1831.0,7,0.0,0,7,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1074,44,3500000.0,14,6,84,98,32262.7,186681.35,257914.71,3,10,13,70047.21,261061.3,260464.4,476858.76,188,591572.91,26,214,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
